roaster_name,title,price,weight_label,weight_grams,price_per_oz,origin_country,origin_region,producer_or_farm,variety,process,elevation,tasting_notes,watchlist_match,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,product_url
Moonwake Coffee,Chevas Coffee Estate Jose Luis Chevas - Washed Gesha - Panama,34.00,227g / 8oz,318,3.03,Panama,Boquete,"Jose Luis Chevas, Chevas Coffee Estate",Geisha,Washed,1600masl,"magnolia, mandarin orange, lemon, stonefruit",,,,,,https://moonwakecoffeeroasters.com/products/chevas-coffee-estate-jose-luis-chevas-washed-gesha-panama
Moonwake Coffee,Alo Bona Zuria Gute Station - Washed Landrace - Ethiopia,23.00,227g / 8oz,318,2.05,Ethiopia,"Bona Zuria, Sidama","Bona Zuria Outgrowers, Alo Gute Station","74158, 74112, 74110",Washed,2100-2300masl,"yellow peach, vanilla, barley tea",Tamiru Tadesse Tesema,Ethiopia CoE,CoE Ethiopia Winner,1st & 5th place CoE Ethiopia 2021 (anaerobic naturals),Smallholder pioneer anaerobic in Bensa,https://moonwakecoffeeroasters.com/products/alo-bona-zuria-gute-station-washed-landrace-ethiopia
Moonwake Coffee,Pepe Jijon Finca Soledad - Sidra Wave Hybrid - Ecuador,36.00,125g / 4.4oz,125,8.16,Ecuador,Imbabura,"Pepe Jijon, Finca Soledad",Sidra,Wave Hybrid,1515m,"sprite, red mango, pomegranate, rose",,,,,,https://moonwakecoffeeroasters.com/products/pepe-jijon-finca-soledad-sidra-wave-hybrid-ecuador
Moonwake Coffee,Project One Light Peach Oolong - Yeast Anaerobic Natural Catimor - China,28.00,227g / 8oz,295,2.69,China,Yunnan,"Olina Cai, Project One Light",Catimor,Yeast Anaerobic Natural,1300-1500masl,"pu'er, peach candy, jasmine milk tea",,,,,,https://moonwakecoffeeroasters.com/products/project-one-light-peach-oolong-yeast-anaerobic-natural-catimor-china
Moonwake Coffee,Alo Hatessa Mini Station - Anaerobic Natural 74158 - Ethiopia,31.00,227g / 8oz,295,2.98,Ethiopia,"Hatessa Village, Sidama","Tamiru Tadesse, Alo Coffee Hatessa Mini Station",74158,Anaerobic Natural,2320-2460masl,"grape, cherry, candied date, syrah",Tamiru Tadesse Tesema,Ethiopia CoE,CoE Ethiopia Winner,1st & 5th place CoE Ethiopia 2021 (anaerobic naturals),Smallholder pioneer anaerobic in Bensa,https://moonwakecoffeeroasters.com/products/alo-hatessa-mini-station-anaerobic-natural-landrace-ethiopia
Moonwake Coffee,Joel Mirez Marin Family - Anaerobic Natural Catuai Marshell Gesha - Peru,27.00,284g / 10oz,340,2.25,Peru,"La Palma, Jaen","Marin Family, Joel Mirez","Catuai, Marshell, Geisha",Anaerobic Natural,1850m,"chocolate covered strawberry, bing cherry, port wine",,,,,,https://moonwakecoffeeroasters.com/products/joel-mirez-marin-family-anaerobic-natural-catuai-marshell-gesha-peru
Moonwake Coffee,Maribel Herrera Torres San Antonio Village - Extended Washed Caturra Gesha - Peru,28.00,227g / 8oz,295,2.69,Peru,"Huabal, Jaen","Maribel Herrera Torres, San Antonio Village","Caturra, Geisha",Extended Washed,1650-1700masl,"jasmine, kumquat, persimmon, mango",,,,,,https://moonwakecoffeeroasters.com/products/maribel-herrera-torres-san-antonio-village-extended-fermentation-washed-caturra-gesha-peru
Moonwake Coffee,Silvio Sanchez Santa Teresa de Mogoton - Natural Catuai - Nicaragua,26.00,284g / 10oz,340,2.17,Nicaragua,Nueva Segovia,"Silvio Sanchez, Santa Teresa de Mogoton",Catuai,Natural,1500m,"85% dark chocolate mousse, blackberry jam",,,,,,https://moonwakecoffeeroasters.com/products/silvio-sanchez-santa-teresa-de-mogoton-natural-catuai-nicaragua
Moonwake Coffee,Doris Tuiyott Little Swamps Estate - Washed Batian - Kenya,26.00,227g / 8oz,295,2.50,Kenya,Western Rift Valley,"Doris Tuiyott, Little Swamps Estate",Batian,Washed,2277masl,"red grapefruit, mango, cherry, rose",,,,,,https://moonwakecoffeeroasters.com/products/doris-tuiyott-little-swamps-estate-washed-batian-kenya
Moonwake Coffee,Jeferson Motta Motta Farm - Anaerobic Washed Gesha - Colombia,37.00,227g / 8oz,232,4.52,Colombia,Huila,"Jeferson Motta, Motta Farm",Geisha,Anaerobic Washed,1750-1800masl,"candied strawberry, haw flake, orange, hibiscus",,,,,,https://moonwakecoffeeroasters.com/products/jeferson-motta-motta-farm-anaerobic-washed-gesha-colombia
Moonwake Coffee,Alo Gemechu Station - Natural Landrace - Ethiopia,26.00,227g / 8oz,295,2.50,Ethiopia,"Mewa Village, West Arsi, Oromia","Tamiru Tadesse, Alo Coffee",Landrace,Natural,2150-2250masl,"boysenberry, blueberry, tangerine, white tea",Tamiru Tadesse Tesema,Ethiopia CoE,CoE Ethiopia Winner,1st & 5th place CoE Ethiopia 2021 (anaerobic naturals),Smallholder pioneer anaerobic in Bensa,https://moonwakecoffeeroasters.com/products/alo-gemechu-station-natural-landrace-ethiopia
Moonwake Coffee,Liliana Ramirez Finca El Yolombo - Washed Chiroso - Colombia,28.00,227g / 8oz,295,2.69,Colombia,"Anza, Antioquia","Liliana Ramirez, Finca El Yolombo",Chiroso,Washed,1850 masl,"key lime, grapefruit, juniper, passionfruit, delicate florals, lemongrass",,,,,,https://moonwakecoffeeroasters.com/products/liliana-ramirez-finca-el-yolombo-washed-chiroso-colombia
Moonwake Coffee,Lamastus Family El Burro Lot #16- ASD Natural Gesha - Panama,43.00,100g / 3.5oz,99,12.31,Panama,Boquete,"Lamastus Family, El Burro",Geisha,ASD Natural,1600-1700masl,"chardonnay, sparkling red grape, blackberry",,,,,,https://moonwakecoffeeroasters.com/products/lamastus-family-el-burro-lot-16-asd-natural-gesha-panama
Moonwake Coffee,Sebastian Ramirez El Placer - CM White Honey + Yeast Gesha - Colombia - Brian Quan Collab,27.00,125g / 4.4oz,125,6.12,Colombia,Quindio,"Sebastian Ramirez, El Placer",Geisha,CM White Honey + Yeast Inoculated,1800m,"lavender, apricot, mandarin orange, cardamom",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://moonwakecoffeeroasters.com/products/sebastian-ramirez-el-placer-cm-white-honey-yeast-gesha-colombia-brian-quan-collab
Moonwake Coffee,Zhu Xian’e Songfeng Estate - Anaerobic Natural Catimor - China,26.00,284g / 10oz,295,2.50,China,Yunnan,"Zhu Xian’e, Songfeng Estate",Catimor,Anaerobic Natural,1300-1600masl,"red grape, blueberry ice cream, lemongrass",,,,,,https://moonwakecoffeeroasters.com/products/zhu-xian-e-songfeng-estate-anaerobic-natural-catimor-china
Moonwake Coffee,Banexport Project - Washed Castillo - Colombia,26.00,340g / 12oz,340,2.17,Colombia,Huila,smallholder farmers,Castillo,Washed,1690-1850masl,"apple jacks, pear tart, hazelnut",,,,,,https://moonwakecoffeeroasters.com/products/banexport-project-washed-castillo-colombia
Moonwake Coffee,Eulises Guzman Serrato La Lomita - Washed Pink Bourbon - Colombia,26.00,284g / 10oz,295,2.50,Colombia,Huila,"Eulises Guzman Serrato, La Lomita",Pink Bourbon,Washed,1640-1750masl,"pomelo, apricot, chamomile",,,,,,https://moonwakecoffeeroasters.com/products/eulises-guzman-serrato-la-lomita-washed-pink-bourbon-colombia
Moonwake Coffee,Tagel Alemayehu Olkai Coffee - Washed Landrace - Ethiopia,26.00,284g / 10oz,295,2.50,Ethiopia,Hambella,"Tagel Alemayehu, Olkai Coffee",Landrace,Washed,2350m,"mandarin orange, yellow peach, jasmine tea",,,,,,https://moonwakecoffeeroasters.com/products/tagel-alemayehu-olkai-coffee-washed-landrace-ethiopia
Moonwake Coffee,Sergio Aranda Gomez Finca Anaya - Orange Washed Orange Bourbon - Colombia,27.00,227g / 8oz,295,2.59,Colombia,Huila,"Sergio Aranda Gomez, Finca Anaya",Orange Bourbon,Orange Washed,1600masl,"mimosa, sunny d, lavender",,,,,,https://moonwakecoffeeroasters.com/products/sergio-aranda-gomez-finca-anaya-orange-washed-orange-bourbon-colombia
Moonwake Coffee,Fincas Del Putushio - Washed Typica Mejorado - Ecuador,33.00,125g / 4.4oz,125,7.48,Ecuador,"Loja, Putushio",Fincas del Putushio,Typica Mejorado,Washed,2222masl,"grapefruit, gooseberry, honey, wildflowers",,,,,,https://moonwakecoffeeroasters.com/products/fincas-del-putushio-washed-typica-mejorado-ecuador
Moonwake Coffee,Abel Dominguez Blooms Coffee - Washed Catuai - Honduras,27.00,227g / 8oz,295,2.59,Honduras,La Paz,"Abel Dominguez, Liquidambar",Catuai,Washed,1400m,"pomelo, apricot, pear, yellow florals",,,,,,https://moonwakecoffeeroasters.com/products/abel-dominguez-blooms-coffee-washed-catuai-honduras
Moonwake Coffee,Finca Los Angeles Los Naranjos Coffee - Anaerobic Natural Pacamara - El Salvador,27.00,340g / 12oz,340,2.25,El Salvador,Apaneca,"Los Naranjos Coffee, Finca Los Angeles",Pacamara,Anaerobic Natural,1380masl,"malt chocolate, ferrero rocher, date",,,,,,https://moonwakecoffeeroasters.com/products/finca-los-angeles-los-naranjos-coffee-anaerobic-natural-pacamara-el-salvador
Moonwake Coffee,Alo Coffee Auction 2025 - Moon Shadow Natural #3 (MSN3) - Ethiopia,72.00,50g / 1.7oz (Feb 17 2026 Roast),60,34.02,Ethiopia,"Alo Village, Sidama","Tamiru Tadesse & Debebe Dangura, Alo Coffee",74158,Moon Shadow Natural #3 (MSN #3),2421m,"bergamot, raspberry, dragonfruit, rose",Tamiru Tadesse Tesema,Ethiopia CoE,CoE Ethiopia Winner,1st & 5th place CoE Ethiopia 2021 (anaerobic naturals),Smallholder pioneer anaerobic in Bensa,https://moonwakecoffeeroasters.com/products/alo-coffee-auction-2025-moon-shadow-natural-3-ethiopia
Moonwake Coffee,Alo Worku Station - Natural Landrace - Ethiopia,25.00,227g / 8oz,295,2.40,Ethiopia,"West Arsi, Oromia","Tamiru Tadesse, Alo Coffee (Worku Station)","Landrace, Heirloom",Natural,2160-2380masl,"peach, raspberry, muscat, florals",Tamiru Tadesse Tesema,Ethiopia CoE,CoE Ethiopia Winner,1st & 5th place CoE Ethiopia 2021 (anaerobic naturals),Smallholder pioneer anaerobic in Bensa,https://moonwakecoffeeroasters.com/products/alo-worku-station-natural-landrace-ethiopia
Moonwake Coffee,Carlos Morera El Diamante -  Anaerobic Washed Caturra - Costa Rica,27.00,227g / 8oz,295,2.59,Costa Rica,Alajuela,"Carlos Morera, El Diamante","Caturra, Catuaí",Anaerobic Washed,1100-1350masl,"cinnamon french toast, maple syrup, apple jam",,,,,,https://moonwakecoffeeroasters.com/products/carlos-morera-el-diamante-anaerobic-washed-caturra-costa-rica
Moonwake Coffee,Diego Almeida Finca Brisa Eterna - Washed Bourbon Sidra - Colombia,27.00,227g / 8oz,295,2.59,Colombia,Narino,"Diego Almeida, Finca Brisa Eterna",Bourbon Sidra,Washed,2100m,"nectarine, cherry cola, plumeria",,,,,,https://moonwakecoffeeroasters.com/products/diego-almeida-finca-brisa-eterna-anaerobic-washed-bourbon-sidra-colombia
Moonwake Coffee,Rotheca Project Tugwizikawa Cooperative - Natural Swiss Water Decaf Red Bourbon - Burundi,28.00,340g / 12oz,340,2.33,Burundi,Kirundo,Tugwizikawa Cooperative,Red Bourbon,Natural Swiss Water Decaf,1700masl,"milk chocolate, fig newton, red date",,,,,,https://moonwakecoffeeroasters.com/products/rotheca-project-tugwizikawa-cooperative-natural-swiss-water-decaf-red-bourbon-burundi
Moonwake Coffee,Alexia Mejia Finca Liquidambar - Anaerobic Washed Parainema - Honduras,28.00,227g / 8oz,295,2.69,Honduras,"Valle de Angeles, Francisco Morazan","Alexia Mejia, Finca Liquidámbar",Parainema,Anaerobic Washed,1650m,"sweetango apple, kiwi, plum, herbal tea",,,,,,https://moonwakecoffeeroasters.com/products/alexia-mejia-finca-liquidambar-washed-parainema-honduras
Moonwake Coffee,Elto Coffee Bona Station - Washed Landrace - Ethiopia,25.00,227g / 8oz,295,2.40,Ethiopia,Sidama,Elto Coffee Bona Station,"74158, 74165, 74110, 74112, Landrace",Washed,2200-2300masl,"cara cara orange, lemon, black tea, bergamot",,,,,,https://moonwakecoffeeroasters.com/products/elto-coffee-bona-station-washed-landrace-ethiopia
Moonwake Coffee,Jhoan Vergara Las Flores - Mosto Thermal Shock Washed Gesha - Colombia,24.00,125g / 4.4oz,125,5.44,Colombia,Huila,"Jhoan Vergara, Las Flores",Geisha,Mosto Thermal Shock Washed,1780 masl,"passion fruit, grape hi-chew, rose, pineapple",,,,,,https://moonwakecoffeeroasters.com/products/jhoan-vergara-las-flores-mosto-thermal-shock-washed-gesha-colombia
Moonwake Coffee,Chevas Coffee Estate - Washed DRD Gesha 9501H - Panama,53.00,125g / 4.4oz,125,12.02,Panama,"El Salto, Boquete",Chevas Coffee Estate,Geisha,Washed Dark Room,1600m,"tangerine, honeydew, magnolia",,,,,,https://moonwakecoffeeroasters.com/products/chevas-coffee-estate-washed-drd-gesha-9501h-panama
Moonwake Coffee,Deiro Garcia Finca Lord Voldemort - Gesha Lemongrass Coplot - Colombia,28.00,227g / 8oz,295,2.69,Colombia,"Pitalito, Huila","Deiro Garcia, Finca Lord Voldemort",Geisha,Washed,1600masl,"peach soda, mango, spearmint, lavender",,,,,,https://moonwakecoffeeroasters.com/products/deiro-garcia-finca-lord-voldemort-gesha-lemongrass-coplot-colombia
Moonwake Coffee,Finca Lugmapata - Anaerobic Washed Sidra - Ecuador,28.00,227g / 8oz,295,2.69,Ecuador,"Pallatanga, Chimborazo","Enrique Merino, Finca Lugmapata",Sidra,Anaerobic Washed,1600-2000masl,"starfruit, bartlett pear, yogurt, osmanthus",,,,,,https://moonwakecoffeeroasters.com/products/finca-lugmapata-anaerobic-washed-sidra-ecuador
Moonwake Coffee,Basha Bekele Murago - White Honey Washed Landrace - Ethiopia,26.00,227g / 8oz,295,2.50,Ethiopia,"Bombe, Bensa, Sidama",Basha Bekele,"74158, Walega, Landrace",White Honey,2350m,"jasmine, mulberry, mango, orange",,,,,,https://moonwakecoffeeroasters.com/products/basha-bekele-murago-white-honey-washed-landrace-ethiopia
Moonwake Coffee,Finca Soledad - TyOxidator Typica Mejorado - Ecuador,40.00,125g / 4.4oz,125,9.07,Ecuador,Imbabura,"Pepe Jijon, Finca Soledad",Typica Mejorado,TyOxidator,1515m,"grapefruit, korean pear, sweet tomato, assam tea",,,,,,https://moonwakecoffeeroasters.com/products/finca-soledad-tyoxidator-typica-mejorado-ecuador
Moonwake Coffee,Rodrigo Sanchez El Eden - Tamarind Washed Purple Caturra Bourbon - Colombia,29.00,227g / 8oz,295,2.79,Colombia,Huila,"Rodrigo Sanchez, El Eden","Purple Caturra, Bourbon",Tamarind + Red Fruit Co-ferment Washed,1500m,"baklava, lychee, rose water",,,,,,https://moonwakecoffeeroasters.com/products/rodrigo-sanchez-el-eden-tamarind-washed-purple-caturra-bourbon-colombia
Moonwake Coffee,Altieri Ale Lot - River Flow Natural Gesha - Panama,53.00,100g / 3.5oz,99,15.18,Panama,"Callejon Seco, Boquete","Altieri Family, Altieri Coffee Mimas Estate",Geisha,River Flow Fermentation Natural,1820masl,"cherry blossom, strawberry cream, passion fruit",,,,,,https://moonwakecoffeeroasters.com/products/altieri-ale-lot-river-flow-natural-gesha-panama
Moonwake Coffee,Finca Juan Martin - Oxidation Washed Pink Bourbon - Colombia,26.00,227g / 8oz,295,2.50,Colombia,Cauca,Finca Juan Martin,Pink Bourbon,Oxidation Washed,2050masl,"pomelo, apricot, strawberry, rose",,,,,,https://moonwakecoffeeroasters.com/products/finca-juan-martin-oxidation-washed-pink-bourbon-colombia
Moonwake Coffee,El Diviso - Thermal Shock Anaerobic Washed Bourbon Aji - Colombia,28.00,227g / 8oz,295,2.69,Colombia,Huila,"Nestor Lasso, El Diviso",Bourbon Aji,Thermal Shock Anaerobic Washed,1850masl,"peppermint, lychee candy, mango lassi",Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://moonwakecoffeeroasters.com/products/el-diviso-anaerobic-washed-bourbon-aji-colombia
Moonwake Coffee,San Diego Mill - Natural Caturra and Catuai - Costa Rica,27.00,340g / 12oz,340,2.25,Costa Rica,Tarrazu,"San Diego Mill, Smallholder Farmers","Caturra, Catuai",Natural,1200-1750m,"apple jam, salted dark chocolate, almond, apple zest, wine-like",,,,,,https://moonwakecoffeeroasters.com/products/san-diego-mill-natural-caturra-and-catuai-costa-rica
Moonwake Coffee,Banko Chelchele - Supernatural 74110 and 74112 - Ethiopia,28.00,340g / 12oz,340,2.33,Ethiopia,Gedeo Zone,Banko Chelchele Station,"74110, 74112",Supernatural,1900-2300m,"blueberry muffin, chocolate chip cookie",,,,,,https://moonwakecoffeeroasters.com/products/banko-chelchele-supernatural-74110-and-74112-ethiopia
Moonwake Coffee,Cimizhu Estate Po Zha - Washed Catimor - China,26.00,227g / 8oz,295,2.50,China,Yunnan,"Po Zha, Cimizhu Estate",Catimor,Washed,1100-1500m,"lemongrass, asian pear, yunnan red tea",,,,,,https://moonwakecoffeeroasters.com/products/cimizhu-estate-po-zha-washed-catimor-china
Moonwake Coffee,Setame Nguisse Nare and Murago Outgrowers - Natural 74158 Landrace - Ethiopia,26.00,227g / 8oz,295,2.50,Ethiopia,Bensa,"Nguisse Nare and Murago Outgrowers, Setame",74158,Natural,2300m,"green grape, pineapple, white tea",,,,,,https://moonwakecoffeeroasters.com/products/setame-nguisse-nare-and-murago-outgrowers-natural-74158-landrace-ethiopia
Moonwake Coffee,El Mirador Yessica and Diego Parra - Natural Gesha - Colombia,29.00,227g / 8oz,295,2.79,Colombia,Huila,"Yessica and Diego Parra, El Mirador",Geisha,Natural,1750masl,"Cranberry, Sangria, Rainier Cherry",,,,,,https://moonwakecoffeeroasters.com/products/el-mirador-yessica-and-diego-parra-natural-gesha-colombia
Moonwake Coffee,Finca Soledad - Florcita Double Honey Sidra - Ecuador,35.00,125g / 4.4oz,125,7.94,Ecuador,Imbabura,"Pepe Jijon, Finca Soledad",Sidra,Florcita Double Honey,1515m,"lilac, lime, peach snapple, mango",,,,,,https://moonwakecoffeeroasters.com/products/finca-soledad-florcita-double-honey-sidra-ecuador
Moonwake Coffee,Alejandra Munoz Zarza Coffee - Double Fermentation Thermal Shock Washed Pink Bourbon - Colombia,29.00,227g / 8oz,295,2.79,Colombia,Huila,Alejandra Munoz,Pink Bourbon,Double Fermentation Thermal Shock Washed,1750-1800m,"passion fruit, lychee, hi-chew",,,,,,https://moonwakecoffeeroasters.com/products/alejandra-munoz-zarza-coffee-double-fermentation-thermal-shock-washed-pink-bourbon-colombia
Moonwake Coffee,Carmen Montoya Bella Vista - Washed Chiroso - Colombia,26.00,227g / 8oz,295,2.50,Colombia,Antioqua,"Carmen Montoya, Bella Vista",Chiroso,Washed,1900-2000 masl,"lime, goji berry, chamomile, lemon, floral, tea-like, red berries, herbal",,,,,,https://moonwakecoffeeroasters.com/products/carmen-montoya-bella-vista-washed-chiroso-colombia
Moonwake Coffee,Chevas Coffee Estate - Washed Gesha 6161C - Panama,49.00,125g / 4.4oz,125,11.11,Panama,"El Salto, Boquete",Chevas Coffee Estate,Geisha,Washed,1600masl,"orange blossom, mangosteen, sakura",,,,,,https://moonwakecoffeeroasters.com/products/chevas-coffee-estate-washed-gesha-6161c-panama
Moonwake Coffee,Alo Coffee Bensa Murago Tuke - Natural Landrace - Ethiopia,30.00,227g / 8oz,232,3.67,Ethiopia,Sidama,Tamiru Tadesse,"74158, Landrace",Natural,2350-2500masl,"raspberry, limoncello, red grape",Tamiru Tadesse Tesema,Ethiopia CoE,CoE Ethiopia Winner,1st & 5th place CoE Ethiopia 2021 (anaerobic naturals),Smallholder pioneer anaerobic in Bensa,https://moonwakecoffeeroasters.com/products/alo-coffee-murago-kebele-natural-landrace-ethiopia
Moonwake Coffee,Buenavista Loxicha - Washed Field Blend - Mexico,26.00,340g / 12oz,340,2.17,Mexico,Oaxaca,Buenavista Loxicha Community,Field Blend,Washed,1000-1700masl,"snickerdoodle, milk chocolate, dried pear",,,,,,https://moonwakecoffeeroasters.com/products/buenavista-loxicha-washed-field-blend-mexico
Moonwake Coffee,Rigo Cuellar Finca Buenavista - Double Fermentation Washed Pacamara - Colombia,29.00,227g / 8oz,295,2.79,Colombia,Huila,"Rigoberto Cuellar, Finca Buenavista",Pacamara,Double Fermentation Washed,1800masl,"strawberry shortcake, hibiscus, pineapple",,,,,,https://moonwakecoffeeroasters.com/products/rigo-cuellar-finca-buenavista-double-fermentation-washed-pacamara-colombia
Moonwake Coffee,Sergio Gomez Finca Anaya - Mixed Fruit Yeast Inoculation Washed Yellow Pacamara - Colombia,28.00,227g / 8oz,295,2.69,Colombia,Huila,"Sergio Aranda Gomez, Finca Anaya",Yellow Pacamara,Mixed Fruit Yeast Inoculation Washed,1600m,"passion fruit cake, chrysanthemum tea, peach boba",,,,,,https://moonwakecoffeeroasters.com/products/sergio-gomez-finca-anaya-mixed-fruit-yeast-inoculation-washed-yellow-pacamara-colombia
Moonwake Coffee,Granja Paraíso 92 - Washed Wush Wush - Colombia,27.00,227g / 8oz,295,2.59,Colombia,Cauca,Granja Paraíso 92,Wush Wush,Washed,1900m,"sugar pear, stonefruit, pomelo, verbena",Wilton Benitez,WBC Elite,WBC Producer,Coffees used at WBC regularly; pioneer thermal shock + double-anaerobic + UV/ozone,Chemical engineer; Pink Bourbon via JBC most accessible,https://moonwakecoffeeroasters.com/products/granja-paraiso-92-washed-wush-wush-colombia
Moonwake Coffee,Finca Juan Martin - Oxidation Washed Sidra - Colombia,28.00,227g / 8oz,232,3.42,Colombia,Cauca,Finca Juan Martin,Sidra,Oxidation Washed,2050masl,"kumquat, pink grapefruit, mango, vanilla",,,,,,https://moonwakecoffeeroasters.com/products/finca-juan-martin-washed-sidra-colombia
Moonwake Coffee,Hacienda La Esmeralda - Guabo 4 Natural Gesha - Panama,72.00,100g / 3.5oz,127,16.07,Panama,Quiel,"The Peterson Family, Hacienda La Esmeralda",Geisha,Natural,1870m,"plumcot, mandarin orange, raspberry, complex florals",Peterson Family,CoE Legend,Best of Panama,Swept all 3 major BoP 2025 categories; record 98pts Washed Geisha; 1st place 2004-07;09-10;13;15;17-19;25,Put Geisha on the map 2004; established 1967,https://moonwakecoffeeroasters.com/products/hacienda-la-esmeralda-guabo-4-natural-gesha-panama
Moonwake Coffee,Asman Gayo Mill - Sumatra Natural - Sumatra,25.00,340g / 12oz,340,2.08,Sumatra,Aceh,Asman Gayo Mill,"Ateng, Bor Bor, Catimor, Timor",Natural,1300-1650masl,"black forest cake, cherry, brandy",Asman Arianto,Indonesia Elite,CoE Indonesia Repeat,1st and 3rd place CoE Indonesia 2021; CoE 2022 winner; founded cooperative 2018; 350+ farmers,Pioneer: broke from wet-hulled tradition to produce washed/honey/natural; 350+ member farmers; transformed Pantan Musara into CoE-winning region,https://moonwakecoffeeroasters.com/products/asman-gayo-mill-sumatra-natural-sumatra
Moonwake Coffee,Rwenzori Silverback - Uganda Natural - Uganda,22.00,340g / 12oz,340,1.83,Uganda,Rwenzori,Smallholder Farmers,"SL-34, K7, Blue Mountain",Natural,1500-1900masl,"rum raisin, cacao",,,,,,https://moonwakecoffeeroasters.com/products/rwenzori-silverback-uganda-natural-uganda
Moonwake Coffee,Kirimahiga AA - Washed Kenya - Kenya,26.00,284g / 10oz,295,2.50,Kenya,Murang’a,Kirimahiga Coffee Factory,"SL-28, SL-34, Ruiru 11",Washed,1700m,"strawberry, basil, grapefruit, black currant",,,,,,https://moonwakecoffeeroasters.com/products/kirimahiga-aa-washed-kenya-kenya
Moonwake Coffee,Finca La Leona - Swiss Water Process Decaf Honey Caturra - Colombia,27.00,340g / 12oz,340,2.25,Colombia,Quindio,Finca La Leona - Luz Helena Salazar,Caturra,Honey Swiss Water Process,1400-1500m,"raspberry jam, chocolate cherry, hazelnut",,,,,,https://moonwakecoffeeroasters.com/products/finca-la-leona-honey-swiss-water-process-decaf-colombia
Moonwake Coffee,Tamiru Tadesse Washed Landrace - Alo - Ethiopia,30.00,227g / 8oz,232,3.67,Ethiopia,Sidama,Tamiru Tadesse,Landrace,Washed,2400-2550 masl,"orange blossom, lemonade, tangerine, earl grey",Tamiru Tadesse Tesema,Ethiopia CoE,CoE Ethiopia Winner,1st & 5th place CoE Ethiopia 2021 (anaerobic naturals),Smallholder pioneer anaerobic in Bensa,https://moonwakecoffeeroasters.com/products/tamiru-tadesse-washed-landrace-alo-ethiopia
Moonwake Coffee,Sembrando Futuro Unblended Young Producers Project - Washed Chiroso - Colombia,26.00,227g / 8oz,295,2.50,Colombia,Antioquia,Young Producer Collab Lot,Chiroso,Washed,1650-1800 masl,"orange zest, honeycrisp apple, eucalyptus",,,,,,https://moonwakecoffeeroasters.com/products/sembrando-futuro-washed-chiroso-colombia
Moonwake Coffee,Finca Potosi - Natural Pink Bourbon - Colombia,34.00,125g / 4.4oz,125,7.71,Colombia,Valle de Cauca,Finca Potosí,Pink Bourbon,Natural,1502-1835 masl,"cherry, strawberry cream, red grape, rosé",Herrera Family,WBC Elite,WBC Producer,2023 WBrC winner (Carlos Medina; natural Sidra); multiple national champions,Multi-generational; free worldwide shipping direct,https://moonwakecoffeeroasters.com/products/finca-potosi-natural-pink-bourbon-colombia
Moonwake Coffee,Granja Paraíso 92 - Washed Gesha - Colombia,32.00,227g / 8oz,295,3.08,Colombia,Cauca,"Wilton Benitez, Granja Paraíso 92",Geisha,Washed,1900m,"honeysuckle, meyer lemon, nectarine, tangerine",Wilton Benitez,WBC Elite,WBC Producer,Coffees used at WBC regularly; pioneer thermal shock + double-anaerobic + UV/ozone,Chemical engineer; Pink Bourbon via JBC most accessible,https://moonwakecoffeeroasters.com/products/granja-paraiso-92-washed-gesha-colombia
Moonwake Coffee,Raquel Lasso Washed Gesha - La Bohemia - Colombia (Brian Quan collaboration),39.00,227g / 8oz,232,4.77,Colombia,Nariño,Raquel Lasso - La Bohemia,Geisha,Washed,2015m,"raspberry, strawberry, rosehips, jasmine tea",,,,,,https://moonwakecoffeeroasters.com/products/raquel-lasso-washed-gesha-la-bohemia-colombia-brian-quan-collaboration
Moonwake Coffee,Jose Gomez Natural Pink Bourbon - El Paraíso - Colombia,25.00,227g / 8oz,295,2.40,Colombia,Nariño,"José Ignacio Gómez, El Paraíso",Pink Bourbon,Anaerobic Natural,1850m,"kyoho red grape gummy, pineapple, sherry wine",Diego Bermudez,WBC/CoE,CoE / Controversial,Highest auction price CoE Colombia 2018; BoP disqualification controversy,Controversial — understand debates around methods,https://moonwakecoffeeroasters.com/products/jose-gomez-natural-pink-bourbon-el-paraiso-colombia
Moonwake Coffee,Paulina Maytan Casa Inkawasi #6 - Anaerobic Washed Gesha - Finca El Paramo - Peru,27.00,125g / 4.4oz,125,6.12,Peru,Inkawasi,Paulina Maytan Casa - Finca El Paramo,Geisha,Anaerobic Washed,2400m,"cherry blossom, sudachi lime, white peach",,,,,,https://moonwakecoffeeroasters.com/products/paulina-maytan-casa-inkawasi-6-anaerobic-washed-gesha-finca-el-paramo-peru
Moonwake Coffee,Mystery Coffee League June 2025 - Finca Juan Martin - Washed Red Striped Bourbon - Colombia,23.00,227g / 8oz,295,2.21,Colombia,Cauca,Finca Juan Martin,Red Striped Bourbon,Washed,2050 masl,"meyer lemon, plum, cranberry, white florals",,,,,,https://moonwakecoffeeroasters.com/products/mystery-coffee-league-coffee-june-2025
